population_share,out_strength_lorenz,in_strength_lorenz
0.44766146993318484,0.05625985900874668,0.05624019985658536
0.44988864142538976,0.05696332775775858,0.056938510881265975
0.4521158129175946,0.057691314384751134,0.05765177183154454
0.45434298440979953,0.05844209964828057,0.05836929351061852
0.45657015590200445,0.059203499358984564,0.059105054098922014
0.4587973273942093,0.059968561801460055,0.059845075416020924
0.4610244988864142,0.06073945471491875,0.0605853209820038
0.46325167037861914,0.06151782259117642,0.061333789007065556
0.46547884187082406,0.062305235172420856,0.0620860692631548
0.4677060133630289,0.06309459124399303,0.06285337419446997
0.46993318485523383,0.06388514330961304,0.06362561260123249
0.47216035634743875,0.06467958235588851,0.06440188748790644
0.4743875278396436,0.06547469414881589,0.06517905937011628
0.4766146993318485,0.0662747394171906,0.06596490220917293
0.47884187082405344,0.06707642917738109,0.06675380978297717
0.48106904231625836,0.06788230491673901,0.06754817407962464
0.4832962138084632,0.06869879510327147,0.06834448186659987
0.48552338530066813,0.06951678028236373,0.06914893736302598
0.48775055679287305,0.07034029693392724,0.06995391610684802
0.4899777282850779,0.0711677753157742,0.07076472532165326
0.4922048997772828,0.07200108416860436,0.071601173658859
0.49443207126948774,0.07284029824204573,0.07244726469807541
0.49665924276169265,0.07368265179986265,0.07330524092814221
0.4988864142538975,0.07452874283907908,0.07416501114928076
0.5011135857461024,0.07539561427487666,0.07502724810814297
0.5033407572383073,0.07627212841268492,0.07591676868122146
0.5055679287305123,0.077149988043797,0.07681630570445058
0.5077951002227171,0.07802904366895692,0.07771666497358759
0.510022271714922,0.07890869729114075,0.07861747274049254
0.512249443207127,0.07979687237091543,0.07951955125107331
0.5144766146993318,0.08069730638968042,0.080429627971849
0.5167037861915367,0.08160050614468105,0.08134209668072034
0.5189309576837416,0.08250654638554528,0.08227392554324105
0.5211581291759465,0.08341886559516065,0.08321315461893275
0.5233853006681515,0.08433253029807984,0.08415731717007177
0.5256124721603563,0.08524686774765093,0.08510304946339858
0.5278396436525612,0.08616628817192534,0.0860494545033773
0.5300668151447662,0.08709221181383485,0.0870017647639672
0.532293986636971,0.08802314368081969,0.08795474777120903
0.5345211581291759,0.08895444929594447,0.08891034701543049
0.5367483296213809,0.0898890438947008,0.08986878674551556
0.5389755011135857,0.09082558198378486,0.0908305154592322
