experiment_id,rq,aggregation,graph_set,model,alpha,validation_wmape,validation_mae,validation_rmse,validation_mase
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.6,0.7615972341500098,2.3542896223718923,7.432852008959823,1.553302617025174
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.65,0.7701380006018584,2.380691291027019,6.441167212227801,1.5707217912109412
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.7,0.7815976244851401,2.416115886042527,5.952824986240066,1.594094071163995
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.75,0.7957556920805207,2.459882052879838,5.776022553283493,1.6229699158517297
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.8,0.8125065257245084,2.5116631151602595,5.7915755362238555,1.6571337922024603
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.85,0.8317820293412622,2.5712485706951167,5.932149853559801,1.6964468160290211
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.9,0.853594921972251,2.638677737257628,6.162818214886498,1.7409349282349673
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.95,0.8779110833233347,2.713845140391213,6.466909768029878,1.7905285393577792
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,1.0,0.9046125343800294,2.7963860771308355,6.837756096444125,1.8449870273156863
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.0,0.7706323189898134,213.923298003005,2468.5100286849693,2.1040953851120983
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.05,0.6964813202701389,193.33938813386925,2023.2815784016589,1.9016372603191478
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.1,0.6331035536829636,175.74606831805136,1663.256697595439,1.7285938219520764
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.15,0.5787395956131655,160.6549322260261,1371.883591477956,1.5801612290379425
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.2,0.5319385297393423,147.6632134581081,1135.8712905130196,1.45237797326621
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.25,0.49150671599035806,136.43956408824525,944.5442971916848,1.3419850003469493
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.3,0.4564583625683661,126.7103337291607,789.3242977345486,1.2462907543702686
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.35,0.42600700557446153,118.25720432324353,663.3166358999241,1.1631479142084837
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.4,0.39948485981426346,110.89480236925412,560.9776265707775,1.0907331930474824
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.45,0.3763002406214746,104.458879454463,477.8469847644067,1.0274310850940094
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.5,0.3561123010428344,98.85481833721158,410.3370761405853,0.9723109591200296
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.55,0.3384375482048782,93.94840405206979,355.55538442084196,0.9240527107142393
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.6,0.32305618429523053,89.67862193386134,311.17089994926084,0.8820562150813496
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.65,0.30971525701427594,85.97525381389829,275.2995324266009,0.8456308240962309
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.7,0.29826864709466044,82.79773778632246,246.41781917976604,0.81437758112478
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.75,0.2885165180484747,80.09060033996455,223.2749449414817,0.7877508627592759
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.8,0.28031559856850785,77.8140701470558,204.8521516661993,0.7653594882914964
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.85,0.27344028021206773,75.9055195433668,190.31799616285141,0.7465874678759429
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.9,0.2678648893843314,74.35782168002189,178.98856724969258,0.7313647036318813
RQ3_ALL_COMMUNITY,RQ3,community,SD+DE+DC+ATD,graph_propagation,0.95,0.2639164769010851,73.26176406671091,170.31491410154473,0.7205841585135454
